model_variant,response_latencies
efficientnet_b1,"[0.02058182656764984, 0.020607294514775276, 0.020885923877358437, 0.020486703142523766, 0.020370248705148697, 0.020511973649263382, 0.020485782995820045, 0.020444674417376518, 0.020392952486872673, 0.020367328077554703, 0.02040247432887554, 0.021145198494195938, 0.020518185570836067, 0.02038412354886532, 0.0204012468457222, 0.020469905808568, 0.02204202488064766, 0.021556412801146507, 0.021649101749062538, 0.021717164665460587, 0.021865228191018105, 0.021583687514066696, 0.021837709471583366, 0.026662113144993782, 0.020358871668577194, 0.020468590781092644, 0.02046024054288864, 0.020345628261566162, 0.02028551697731018, 0.02157779410481453, 0.02788807451725006, 0.020437318831682205, 0.020429369062185287, 0.020401785150170326, 0.020341958850622177, 0.020363029092550278, 0.02092313952744007, 0.02658449113368988, 0.020723795518279076, 0.020423628389835358, 0.02039196342229843, 0.02060014009475708, 0.020611297339200974, 0.021279815584421158, 0.027131998911499977, 0.02054418995976448, 0.02047724835574627, 0.02036089450120926, 0.020335722714662552, 0.020353199914097786, 0.02261730097234249, 0.020949257537722588, 0.0204456876963377, 0.02034284733235836, 0.020349379628896713, 0.020349953323602676, 0.02672662027180195, 0.0223003551363945, 0.020426936447620392, 0.020474957302212715, 0.020500943064689636, 0.020466938614845276, 0.020361535251140594, 0.021156717091798782, 0.025935253128409386, 0.020444998517632484, 0.02036876603960991, 0.02067391388118267, 0.020327670499682426, 0.020466620102524757, 0.02078249119222164, 0.02643514983355999, 0.020435165613889694, 0.020323242992162704, 0.021053200587630272, 0.020626544952392578, 0.020358072593808174, 0.023788174614310265, 0.022002628073096275, 0.020343372598290443, 0.0203079991042614, 0.020345274358987808, 0.020350880920886993, 0.020351458340883255, 0.022494174540042877, 0.02207222767174244, 0.020356999710202217, 0.020475346595048904, 0.02038480155169964, 0.020338091999292374, 0.020340848714113235, 0.026202481240034103, 0.02221277728676796, 0.02063530497252941, 0.020511599257588387, 0.020276295021176338, 0.020353974774479866, 0.021260488778352737, 0.025091353803873062, 0.020459044724702835, 0.020380277186632156, 0.020334292203187943, 0.02037457562983036, 0.021072661504149437, 0.0233526062220335, 0.025921205058693886, 0.020490920171141624, 0.020512020215392113, 0.020497454330325127, 0.020374052226543427, 0.020337391644716263, 0.022796636447310448, 0.0250382237136364, 0.020421603694558144, 0.02035006508231163, 0.020383432507514954, 0.020353656262159348, 0.02041088417172432, 0.026619307696819305, 0.025135139003396034, 0.020352259278297424, 0.020492717623710632, 0.02036195993423462, 0.02042444795370102, 0.020340193063020706, 0.02111019939184189, 0.02704319730401039, 0.020444445312023163, 0.021555118262767792, 0.02045091800391674, 0.02239178493618965, 0.020867174491286278, 0.021176086738705635, 0.02645494043827057, 0.02048959769308567, 0.020529283210635185, 0.02047918550670147, 0.02050606720149517, 0.02163451351225376, 0.020502960309386253, 0.02878963202238083, 0.021577663719654083, 0.020443573594093323, 0.02036863937973976, 0.020381435751914978, 0.020457658916711807, 0.020973600447177887, 0.023239340633153915, 0.021049251779913902, 0.020392291247844696, 0.020372075960040092, 0.020363695919513702, 0.02050044760107994, 0.02420804835855961, 0.022015908733010292, 0.020304961130023003, 0.02034548483788967, 0.020402800291776657, 0.02129179798066616, 0.020326081663370132, 0.02470163069665432, 0.026738708838820457, 0.020564664155244827, 0.020350826904177666, 0.02039378322660923, 0.020352521911263466, 0.020450610667467117, 0.024819113314151764, 0.022178256884217262, 0.02054600603878498, 0.020216789096593857, 0.020195528864860535, 0.020110879093408585, 0.020130619406700134, 0.022388413548469543, 0.025006791576743126, 0.020341120660305023, 0.020343352109193802, 0.020334409549832344, 0.02044820785522461, 0.0205164086073637, 0.020700087770819664, 0.02636266127228737, 0.02039586938917637, 0.020361369475722313, 0.020315861329436302, 0.02039598487317562, 0.020764553919434547, 0.025188857689499855, 0.020641254261136055, 0.022511735558509827, 0.020906778052449226, 0.02086472697556019, 0.02082553319633007, 0.02097063697874546, 0.027942167595028877, 0.021960854530334473, 0.020925264805555344, 0.021283751353621483, 0.020863452926278114, 0.020791709423065186, 0.020868083462119102, 0.021955549716949463, 0.026987042278051376, 0.020944178104400635, 0.02097288891673088, 0.02083401195704937, 0.020857002586126328, 0.020917680114507675, 0.020984075963497162, 0.025717558339238167, 0.022718967869877815, 0.021067164838314056, 0.020979488268494606, 0.020913366228342056, 0.02088218182325363, 0.020953558385372162, 0.02690732665359974, 0.021756432950496674, 0.021285079419612885, 0.021037664264440536, 0.02126242034137249, 0.02104378491640091, 0.02082551270723343, 0.029141895473003387, 0.021732093766331673, 0.020857788622379303, 0.021927952766418457, 0.02082408219575882, 0.020822951570153236, 0.020897304639220238, 0.0229946281760931, 0.022799130529165268, 0.020979857072234154, 0.020969776436686516, 0.021056100726127625, 0.020966649055480957, 0.02182423137128353, 0.02091282047331333, 0.020906083285808563, 0.02673192135989666, 0.020995106548070908, 0.020944863557815552, 0.020888054743409157, 0.020846277475357056, 0.020858589559793472, 0.020883042365312576, 0.028659643605351448, 0.020881010219454765, 0.020984498783946037, 0.02104671113193035, 0.020857660099864006, 0.020892739295959473, 0.020876025781035423, 0.027316251769661903, 0.020970238372683525, 0.02089555189013481, 0.02094450406730175, 0.020884426310658455, 0.020829040557146072, 0.020841194316744804, 0.02290666475892067, 0.022723615169525146, 0.020897435024380684, 0.02085469290614128, 0.020878499373793602, 0.020878257229924202, 0.022109000012278557, 0.028037382289767265, 0.020785661414265633, 0.021027816459536552, 0.020855752751231194, 0.020907985046505928, 0.021302292123436928, 0.02101932093501091, 0.022611526772379875, 0.02853679470717907, 0.020920198410749435, 0.0209401436150074, 0.02082023210823536, 0.02088598720729351, 0.020851505920290947, 0.02142198756337166, 0.021721675992012024, 0.027918320149183273, 0.021007120609283447, 0.021881772205233574, 0.020935390144586563, 0.02091827616095543, 0.020797787234187126, 0.02089502662420273, 0.023057205602526665, 0.021910620853304863, 0.022111862897872925, 0.020845182240009308, 0.02097426727414131, 0.021557973697781563, 0.021031809970736504, 0.02100047469139099, 0.02504020743072033, 0.02336479350924492, 0.020934874191880226, 0.02085825800895691, 0.020932648330926895, 0.02094981260597706, 0.02209048718214035, 0.02152475342154503, 0.028247065842151642, 0.020889515057206154, 0.02107599750161171, 0.020993545651435852, 0.02105906791985035, 0.0208257045596838, 0.020896190777420998, 0.022459929808974266, 0.023000886663794518, 0.021034695208072662, 0.020980531349778175, 0.020909007638692856, 0.02080964669585228, 0.02091996744275093, 0.02112775854766369, 0.027448590844869614, 0.020919566974043846, 0.0208335779607296, 0.02085287868976593, 0.02085217274725437, 0.024805109947919846, 0.022245578467845917, 0.02105586975812912, 0.020955558866262436, 0.020865146070718765, 0.02085849829018116, 0.02089034579694271, 0.02086363546550274, 0.027068989351391792, 0.021019795909523964, 0.020944030955433846, 0.020895401015877724, 0.020916329696774483, 0.020881792530417442, 0.02089221030473709, 0.021468831226229668, 0.024127135053277016, 0.020852217450737953, 0.02086969092488289, 0.020785784348845482, 0.02089848741889, 0.02083408460021019, 0.020917406305670738, 0.027909832075238228, 0.021443134173750877, 0.017140749841928482, 0.020530838519334793, 0.020370157435536385, 0.020367169752717018, 0.020406965166330338, 0.027143213897943497, 0.020405860617756844, 0.020492782816290855, 0.020326392725110054, 0.020337488502264023, 0.020382428541779518, 0.020333565771579742, 0.023962967097759247, 0.02554262802004814, 0.020448725670576096, 0.020544271916151047, 0.020278863608837128, 0.020706716924905777, 0.022007770836353302, 0.020440587773919106, 0.02047295868396759, 0.020466167479753494, 0.02037021890282631, 0.021466275677084923, 0.020483359694480896, 0.021861687302589417, 0.02630932815372944, 0.020548222586512566, 0.020436588674783707, 0.02041797526180744, 0.020337728783488274, 0.020391885191202164, 0.020985549315810204, 0.027677102014422417, 0.020386777818202972, 0.020365528762340546, 0.020336240530014038, 0.02034495398402214, 0.02031317912042141, 0.020386118441820145, 0.02809571847319603, 0.02245362661778927, 0.02050803415477276, 0.02060575596988201, 0.02097758837044239, 0.020533481612801552, 0.0205085426568985, 0.026359712705016136, 0.021404901519417763, 0.020612532272934914, 0.02047012187540531, 0.020544348284602165, 0.020443255081772804, 0.02048373594880104, 0.028466150164604187, 0.02241487428545952, 0.02058914303779602, 0.020535284653306007, 0.02037673629820347, 0.020538346841931343, 0.020435523241758347, 0.023132499307394028, 0.02153153158724308, 0.02031005546450615, 0.02030840888619423, 0.020464308559894562, 0.020901942625641823, 0.021360579878091812, 0.02659318409860134, 0.020493123680353165, 0.020632844418287277, 0.020349137485027313, 0.020332906395196915, 0.020348509773612022, 0.020774638280272484, 0.026259636506438255, 0.020538629963994026, 0.02050025388598442, 0.020533956587314606, 0.020418398082256317, 0.020348580554127693, 0.02035408839583397, 0.024106495082378387, 0.02156611904501915, 0.020489467307925224, 0.0203435979783535, 0.020383784547448158, 0.02034798450767994, 0.020321711897850037, 0.02312966249883175, 0.022392461076378822, 0.02051509916782379, 0.02037043310701847, 0.020529167726635933, 0.020342111587524414, 0.02035350538790226, 0.02358574979007244, 0.022252747789025307, 0.020343976095318794, 0.02245764248073101, 0.020848557353019714, 0.02048378810286522, 0.02037219889461994, 0.02780838869512081, 0.022374873980879784, 0.020309166982769966, 0.020477326586842537, 0.020449625328183174, 0.020362908020615578, 0.020369770005345345, 0.02100268378853798, 0.025317128747701645, 0.020439621061086655, 0.02037632279098034, 0.021754808723926544, 0.020381169393658638, 0.02034926414489746, 0.0217248797416687, 0.026160914450883865, 0.02041207067668438, 0.02038133144378662, 0.0204072967171669, 0.02035018801689148, 0.02470124326646328, 0.02139074169099331, 0.020422909408807755, 0.0203841682523489, 0.02033807896077633, 0.020368047058582306, 0.020388860255479813, 0.022044992074370384, 0.023657696321606636, 0.020605208352208138, 0.02049112319946289, 0.020664740353822708, 0.02030904032289982, 0.020374227315187454, 0.025448597967624664, 0.022419847548007965, 0.021593915298581123, 0.02045404352247715, 0.020503144711256027, 0.02145455777645111, 0.02040119655430317, 0.020416583865880966, 0.024949386715888977, 0.021115854382514954, 0.0203940961509943]"
efficientnet_b2,"[0.023575972765684128, 0.02120254933834076, 0.02081434801220894, 0.02037131041288376, 0.02036374621093273, 0.020323773846030235, 0.020926199853420258, 0.027883164584636688, 0.020962610840797424, 0.02036099322140217, 0.02079923450946808, 0.02052397094666958, 0.021452834829688072, 0.02788516879081726, 0.022457901388406754, 0.02044953592121601, 0.020544201135635376, 0.02057119645178318, 0.020993374288082123, 0.02442791312932968, 0.020554296672344208, 0.020334724336862564, 0.02036155015230179, 0.020309025421738625, 0.020531782880425453, 0.028040176257491112, 0.020344365388154984, 0.020301198586821556, 0.020361505448818207, 0.020454272627830505, 0.020285073667764664, 0.023063363507390022, 0.02036094106733799, 0.020298514515161514, 0.020294249057769775, 0.02693200670182705, 0.02057863399386406, 0.020282000303268433, 0.022303858771920204, 0.02138635516166687, 0.020275086164474487, 0.02027267776429653, 0.023282837122678757, 0.020478632301092148, 0.020285796374082565, 0.020274696871638298, 0.02699255757033825, 0.02043476700782776, 0.020409906283020973, 0.02027476578950882, 0.027119331061840057, 0.020656881853938103, 0.020327752456068993, 0.02027125470340252, 0.026919975876808167, 0.020427705720067024, 0.020284069702029228, 0.02497246488928795, 0.020322134718298912, 0.020294681191444397, 0.020268986001610756, 0.026063421741127968, 0.020492073148489, 0.02031094953417778, 0.02024531364440918, 0.026172995567321777, 0.020430264994502068, 0.020278967916965485, 0.020285535603761673, 0.02691633068025112, 0.020325928926467896, 0.020287366583943367, 0.020312350243330002, 0.02797561325132847, 0.020433276891708374, 0.02027980051934719, 0.02022770792245865, 0.020643867552280426, 0.020501289516687393, 0.020624471828341484, 0.021022550761699677, 0.02035747468471527, 0.02033233270049095, 0.02042287401854992, 0.022424018010497093, 0.020420778542757034, 0.020337263122200966, 0.02025248482823372, 0.027431316673755646, 0.020303087309002876, 0.020248908549547195, 0.020200448110699654, 0.025284208357334137, 0.02027245983481407, 0.02027648687362671, 0.020193379372358322, 0.024541422724723816, 0.020528225228190422, 0.020383523777127266, 0.020786069333553314, 0.02112903818488121, 0.020862014964222908, 0.020291263237595558, 0.020223179832100868, 0.020797252655029297, 0.020283162593841553, 0.02023998089134693, 0.027575401589274406, 0.02116764709353447, 0.0202618520706892, 0.02026773989200592, 0.024146491661667824, 0.02031439170241356, 0.020253967493772507, 0.020287059247493744, 0.026987316086888313, 0.020514482632279396, 0.020761827006936073, 0.020641257986426353, 0.02246685139834881, 0.020710723474621773, 0.020312251523137093, 0.020454196259379387, 0.02721472829580307, 0.020433878526091576, 0.02027621865272522, 0.021805420517921448, 0.020417019724845886, 0.020364005118608475, 0.02028648369014263, 0.026581909507513046, 0.020426593720912933, 0.020316021516919136, 0.02049780637025833, 0.02698655240237713, 0.02030489780008793, 0.020253105089068413, 0.020269962027668953, 0.024415140971541405, 0.020454982295632362, 0.020289255306124687, 0.0202473271638155, 0.022305747494101524, 0.020449763163924217, 0.020236536860466003, 0.02313760668039322, 0.020401254296302795, 0.020288508385419846, 0.02024763636291027, 0.023499000817537308, 0.020335238426923752, 0.02029377967119217, 0.020246516913175583, 0.023711232468485832, 0.02073933742940426, 0.0202951580286026, 0.020258210599422455, 0.021441195160150528, 0.02045038528740406, 0.023107409477233887, 0.02032656781375408, 0.021359199658036232, 0.02040964551270008, 0.020296508446335793, 0.020276423543691635, 0.028813721612095833, 0.021475479006767273, 0.020429560914635658, 0.020288262516260147, 0.026957713067531586, 0.02038169465959072, 0.020269213244318962, 0.0202616099268198, 0.02747390605509281, 0.020433207973837852, 0.020265724509954453, 0.020595304667949677, 0.021402111276984215, 0.0202814731746912, 0.0202946737408638, 0.023099811747670174, 0.02042146399617195, 0.02030271850526333, 0.020436665043234825, 0.025132469832897186, 0.020515644922852516, 0.020458349958062172, 0.020273391157388687, 0.02705395221710205, 0.0203260350972414, 0.020276833325624466, 0.020267212763428688, 0.020406346768140793, 0.02020750381052494, 0.020313963294029236, 0.025248797610402107, 0.020419543609023094, 0.021161917597055435, 0.020268389955163002, 0.020494522526860237, 0.020284749567508698, 0.020418012514710426, 0.023682577535510063, 0.020651623606681824, 0.02046542428433895, 0.020299647003412247, 0.027469979599118233, 0.020430628210306168, 0.02030028961598873, 0.020268533378839493, 0.020465735346078873, 0.02030494622886181, 0.02029721438884735, 0.021742280572652817, 0.020450957119464874, 0.020308025181293488, 0.020846128463745117, 0.021372484043240547, 0.02027427777647972, 0.020282331854104996, 0.02203335054218769, 0.020448094233870506, 0.02026470936834812, 0.020389001816511154, 0.021526293829083443, 0.020355213433504105, 0.020203053951263428, 0.02133619226515293, 0.021359214559197426, 0.02041587606072426, 0.02027982659637928, 0.02032662183046341, 0.027352705597877502, 0.020420139655470848, 0.020278414711356163, 0.020228661596775055, 0.03086436353623867, 0.020396120846271515, 0.020336303859949112, 0.020247239619493484, 0.026928909122943878, 0.020447107031941414, 0.020268548280000687, 0.02026255428791046, 0.02286110818386078, 0.020313387736678123, 0.020301060751080513, 0.020703069865703583, 0.020447248592972755, 0.02030457928776741, 0.02026643604040146, 0.021984122693538666, 0.020353732630610466, 0.020269641652703285, 0.020275110378861427, 0.0275048166513443, 0.020476479083299637, 0.020246004685759544, 0.020263388752937317, 0.02727174572646618, 0.020476294681429863, 0.020269455388188362, 0.020229768007993698, 0.027182800695300102, 0.020453818142414093, 0.020276563242077827, 0.0203218013048172, 0.027045095339417458, 0.020428668707609177, 0.020400427281856537, 0.021879952400922775, 0.02876579947769642, 0.02044128254055977, 0.02034010738134384, 0.020617207512259483, 0.02231645956635475, 0.02040494605898857, 0.020574716851115227, 0.0215480774641037, 0.020785367116332054, 0.020323220640420914, 0.020242484286427498, 0.020681938156485558, 0.02032681368291378, 0.020247366279363632, 0.020218107849359512, 0.02039135806262493, 0.020280146971344948, 0.02035195380449295, 0.023630034178495407, 0.020344099029898643, 0.020279536023736, 0.020253974944353104, 0.023812802508473396, 0.020409923046827316, 0.020285530015826225, 0.020252183079719543, 0.027480144053697586, 0.020283248275518417, 0.02027307078242302, 0.020261678844690323, 0.02712094783782959, 0.02048550359904766, 0.020326314494013786, 0.020886600017547607, 0.020440079271793365, 0.020497571676969528, 0.02043033391237259, 0.022815708070993423, 0.020431097596883774, 0.02027183212339878, 0.02023981511592865, 0.027533555403351784, 0.02033771388232708, 0.020271576941013336, 0.020841261371970177, 0.027376195415854454, 0.020435146987438202, 0.02026377059519291, 0.02025742270052433, 0.02822069078683853, 0.020337829366326332, 0.020309796556830406, 0.02037135884165764, 0.020343560725450516, 0.020321691408753395, 0.02031196467578411, 0.02249550260603428, 0.020435353741049767, 0.0203024260699749, 0.020240353420376778, 0.02495366521179676, 0.020408159121870995, 0.02029419131577015, 0.020322268828749657, 0.020278576761484146, 0.02216118760406971, 0.020411085337400436, 0.020288711413741112, 0.02072477713227272, 0.020377205684781075, 0.02031499147415161, 0.020278338342905045, 0.02183528058230877, 0.020454060286283493, 0.020278912037611008, 0.0211792029440403, 0.021332886070013046, 0.0203322172164917, 0.020271122455596924, 0.020311813801527023, 0.022433914244174957, 0.020430462434887886, 0.02029007114470005, 0.020286425948143005, 0.027575070038437843, 0.02139640599489212, 0.02044815756380558, 0.020270807668566704, 0.02031703293323517, 0.020257802680134773, 0.020396841689944267, 0.022457890212535858, 0.020780762657523155, 0.020590344443917274, 0.02034309320151806, 0.028902724385261536, 0.020582951605319977, 0.020360061898827553, 0.020250651985406876, 0.027139969170093536, 0.020271001383662224, 0.020335137844085693, 0.020236626267433167, 0.020331265404820442, 0.020254231989383698, 0.020743340253829956, 0.020931988954544067, 0.020478855818510056, 0.02029961347579956, 0.0203701201826334, 0.021830325946211815, 0.020848549902439117, 0.020293837413191795, 0.02034587226808071, 0.02312827855348587, 0.02393927238881588, 0.020284563302993774, 0.020279783755540848, 0.020414089784026146, 0.02031443640589714, 0.020270977169275284, 0.023667309433221817, 0.02030298300087452, 0.02030438743531704, 0.02233833260834217, 0.02138415537774563, 0.02026631310582161, 0.020417701452970505, 0.02596404030919075, 0.02047750912606716, 0.02028595842421055, 0.02064063958823681, 0.020456738770008087, 0.020312538370490074, 0.020550141111016273, 0.029202204197645187, 0.020332368090748787, 0.020313721150159836, 0.02039659209549427, 0.02230391837656498, 0.020285841077566147, 0.02030268684029579, 0.027001390233635902, 0.020541833713650703, 0.0204111747443676, 0.020237384364008904, 0.02838553860783577, 0.020320041105151176, 0.020307326689362526, 0.020525237545371056, 0.026505665853619576, 0.02051122486591339, 0.020345909520983696, 0.02139786258339882, 0.020351136103272438, 0.020282862707972527, 0.02032940275967121, 0.023002291098237038, 0.020463913679122925, 0.020298343151807785, 0.020342431962490082, 0.02375602349638939, 0.020422907546162605, 0.020294098183512688, 0.020342322066426277, 0.027281345799565315, 0.020349619910120964, 0.020246658474206924, 0.02029983513057232, 0.028916461393237114, 0.02030123583972454, 0.02032548375427723, 0.021192777901887894, 0.02027968131005764, 0.02029481902718544, 0.02022423967719078, 0.024923648685216904, 0.020300177857279778, 0.020275123417377472, 0.02027711272239685, 0.027169838547706604, 0.02056262269616127, 0.020624538883566856, 0.020398030057549477, 0.028772946447134018, 0.02062111161649227, 0.020356709137558937, 0.020279914140701294, 0.027299905195832253, 0.020467519760131836, 0.020837271586060524, 0.020333874970674515, 0.02331281267106533, 0.020296186208724976, 0.020278995856642723, 0.020321959629654884, 0.02056473307311535, 0.020392654463648796, 0.020271852612495422, 0.020909354090690613, 0.020420635119080544, 0.020913640037178993, 0.02024095691740513, 0.028164103627204895, 0.020381895825266838, 0.020287567749619484, 0.020270098000764847, 0.026797443628311157, 0.02036840282380581, 0.02025875449180603, 0.02023523673415184, 0.026766816154122353, 0.02044800855219364, 0.02029058150947094, 0.02024994231760502, 0.02713962271809578, 0.02211533859372139, 0.020428262650966644, 0.02016839012503624, 0.023344499990344048, 0.020361458882689476, 0.020316231995821, 0.020313221961259842, 0.027441171929240227, 0.021257298067212105, 0.020266123116016388, 0.020288869738578796, 0.02911394089460373, 0.020474249497056007]"
