model_variant,response_latencies
efficientnet_b1,"[0.018445689231157303, 0.023989388719201088, 0.023060405626893044, 0.025920601561665535, 0.024807102978229523, 0.024704759940505028, 0.025503428652882576, 0.024709800258278847, 0.024660984054207802, 0.0248494241386652, 0.024745142087340355, 0.024790311232209206, 0.024877144023776054, 0.0252856332808733, 0.024900667369365692, 0.02483721449971199, 0.02499084360897541, 0.024710269644856453, 0.026530796661973, 0.024578256532549858, 0.024684958159923553, 0.024630308151245117, 0.024577593430876732, 0.02476654015481472, 0.024716127663850784, 0.024634171277284622, 0.024763360619544983, 0.024756336584687233, 0.024570927023887634, 0.024683615192770958, 0.0245780348777771, 0.024630118161439896, 0.02474357932806015, 0.024666914716362953, 0.024651793763041496, 0.025813350453972816, 0.02497257851064205, 0.024751529097557068, 0.024873018264770508, 0.024731311947107315, 0.024639243260025978, 0.02465369738638401, 0.024598119780421257, 0.024708425626158714, 0.024655599147081375, 0.02466447837650776, 0.024675121530890465, 0.02465672977268696, 0.024790389463305473, 0.02459104359149933, 0.024654768407344818, 0.024636363610625267, 0.02470950409770012, 0.024740561842918396, 0.024643689393997192, 0.024707434698939323, 0.024737903848290443, 0.024719230830669403, 0.0246924739331007, 0.024684205651283264, 0.024695515632629395, 0.0247187539935112, 0.02456359751522541, 0.024694666266441345, 0.024660609662532806, 0.02470438741147518, 0.024697082117199898, 0.02468990348279476, 0.024563677608966827, 0.024696629494428635, 0.024808254092931747, 0.024724802002310753, 0.02458474040031433, 0.024596931412816048, 0.029512181878089905, 0.024737929925322533, 0.024748999625444412, 0.025990230962634087, 0.02477497048676014, 0.024584293365478516, 0.024653714150190353, 0.02787048928439617, 0.027672987431287766, 0.027712589129805565, 0.02762722596526146, 0.029119309037923813, 0.02776091918349266, 0.027725238353013992, 0.02773253247141838, 0.02767747826874256, 0.02991628088057041, 0.028047660365700722, 0.028042741119861603, 0.02896123006939888, 0.02767743170261383, 0.027666350826621056, 0.027607453987002373, 0.024645186960697174, 0.024606695398688316, 0.02475244738161564, 0.024548402056097984, 0.024728627875447273, 0.024876154959201813, 0.02468571625649929, 0.024701794609427452, 0.025080716237425804, 0.02472747676074505, 0.024553455412387848, 0.02474733628332615, 0.024692831560969353, 0.024683792144060135, 0.024649642407894135, 0.024622060358524323, 0.024782851338386536, 0.024764152243733406, 0.024680975824594498, 0.024677015841007233, 0.025005323812365532, 0.025709422305226326, 0.02464740164577961, 0.024710439145565033, 0.02462294138967991, 0.024663740769028664, 0.024708950892090797, 0.02485472708940506, 0.02473108284175396, 0.024742918089032173, 0.024627042934298515, 0.024769209325313568, 0.024759162217378616, 0.02475973591208458, 0.024558767676353455, 0.02477342076599598, 0.027651837095618248, 0.02468191459774971, 0.026538588106632233, 0.02506740391254425, 0.02474476583302021, 0.024750053882598877, 0.024679291993379593, 0.02477755770087242, 0.02465583197772503, 0.024694930762052536, 0.02480253390967846, 0.0246694665402174, 0.024618588387966156, 0.024763839319348335, 0.024726640433073044, 0.024735212326049805, 0.024798287078738213, 0.024735456332564354, 0.02464432269334793, 0.025610364973545074, 0.02491408959031105, 0.02517515979707241, 0.025196632370352745, 0.02486320212483406, 0.025704609230160713, 0.02486610785126686, 0.02530088648200035, 0.024768251925706863, 0.02486349083483219, 0.0247354619204998, 0.024862781167030334, 0.02463473193347454, 0.024853486567735672, 0.02458396926522255, 0.025145957246422768, 0.024956945329904556, 0.03386976197361946, 0.025400696322321892, 0.025339458137750626, 0.02489495277404785, 0.024880578741431236, 0.024777371436357498, 0.024656837806105614, 0.02495797723531723, 0.02466963790357113, 0.024748165160417557, 0.02467196062207222, 0.02471783198416233, 0.024790583178400993, 0.024754216894507408, 0.024737760424613953, 0.024739684537053108, 0.02469882182776928, 0.02469290979206562, 0.024690808728337288, 0.024676475673913956, 0.024624614045023918, 0.024775322526693344, 0.024715706706047058, 0.02476487308740616, 0.024725323542952538, 0.024737952277064323, 0.024718698114156723, 0.024798683822155, 0.024861082434654236, 0.0248191487044096, 0.02475624904036522, 0.024711498990654945, 0.024569576606154442, 0.024628832936286926, 0.024652332067489624, 0.024760352447628975, 0.024735137820243835, 0.024730537086725235, 0.024548931047320366, 0.024632947519421577, 0.02466905303299427, 0.024716421961784363, 0.024676403030753136, 0.024649763479828835, 0.02471381053328514, 0.02465955726802349, 0.024800769984722137, 0.024796249344944954, 0.02474319189786911, 0.02471638098359108, 0.024766383692622185, 0.02471780590713024, 0.02469419687986374, 0.02469041757285595, 0.024722544476389885, 0.02496182546019554, 0.024683868512511253, 0.02469116449356079, 0.024716762825846672, 0.02573450841009617, 0.024758709594607353, 0.024924980476498604, 0.02472013421356678, 0.024737294763326645, 0.024796752259135246, 0.02465246617794037, 0.02470347471535206, 0.02467619627714157, 0.024574100971221924, 0.024570012465119362, 0.025044988840818405, 0.029931560158729553, 0.0247628353536129, 0.02489659935235977, 0.024764390662312508, 0.025158241391181946, 0.025023622438311577, 0.025001931935548782, 0.02501194179058075, 0.024999402463436127, 0.024581944569945335, 0.0246875062584877, 0.02465578354895115, 0.024725966155529022, 0.03184845298528671, 0.025742752477526665, 0.024698615074157715, 0.024937527254223824, 0.02457914501428604, 0.024705052375793457, 0.024694258347153664, 0.02469678968191147, 0.024625487625598907, 0.024668904021382332, 0.024838285520672798, 0.024633901193737984, 0.024697398766875267, 0.02453690581023693, 0.02468467503786087, 0.024741249158978462, 0.0247015580534935, 0.025683272629976273, 0.02475750632584095, 0.024665020406246185, 0.024750497192144394, 0.024791551753878593, 0.024819830432534218, 0.02481204830110073, 0.024774929508566856, 0.024776075035333633, 0.024787450209259987, 0.0247650183737278, 0.024826152250170708, 0.0245777890086174, 0.024771295487880707, 0.024734556674957275, 0.024608001112937927, 0.024571003392338753, 0.025682227686047554, 0.024760093539953232, 0.024627912789583206, 0.02464517392218113, 0.024791087955236435, 0.024764439091086388, 0.024640733376145363, 0.025256512686610222, 0.024757524952292442, 0.02476390078663826, 0.02462412230670452, 0.024784019216895103, 0.02464541606605053, 0.024733949452638626, 0.024596264585852623, 0.024741508066654205, 0.024729201570153236, 0.025643154978752136, 0.024731414392590523, 0.024812113493680954, 0.024768445640802383, 0.024636423215270042, 0.024510079994797707, 0.024623697623610497, 0.024860095232725143, 0.02458704076707363, 0.024649353697896004, 0.024578286334872246, 0.024747027084231377, 0.024728385731577873, 0.024812867864966393, 0.024563800543546677, 0.024597451090812683, 0.024635937064886093, 0.024976303800940514, 0.02533918060362339, 0.024720733985304832, 0.025225680321455002, 0.025010980665683746, 0.024876177310943604, 0.02473697066307068, 0.024752551689743996, 0.025712667033076286, 0.02473931945860386, 0.02470247447490692, 0.02474839799106121, 0.02467804029583931, 0.02485749125480652, 0.024717185646295547, 0.024745605885982513, 0.024713104590773582, 0.024871574714779854, 0.024691462516784668, 0.02478904277086258, 0.02461319789290428, 0.024765217676758766, 0.02462335303425789, 0.02471206523478031, 0.024715157225728035, 0.024785703048110008, 0.024794433265924454, 0.02474687620997429, 0.024672435596585274, 0.02482324093580246, 0.024644462391734123, 0.024681683629751205, 0.02475624531507492, 0.024680914357304573, 0.02471572905778885, 0.024647746235132217, 0.02485416829586029, 0.02473653107881546, 0.024765945971012115, 0.02472774311900139, 0.024606853723526, 0.024772390723228455, 0.026084696874022484, 0.02467609941959381, 0.024696025997400284, 0.02476893551647663, 0.02469891868531704, 0.024760672822594643, 0.024608192965388298, 0.0247549656778574, 0.024749159812927246, 0.02486979030072689, 0.02471245639026165, 0.0247395858168602, 0.02474369667470455, 0.024809865280985832, 0.024677805602550507, 0.02463202364742756, 0.024705665186047554, 0.027869563549757004, 0.024846382439136505, 0.024664023891091347, 0.0248800627887249, 0.02462981641292572, 0.02478998526930809, 0.024678660556674004, 0.024729346856474876, 0.024692367762327194, 0.024731287732720375, 0.024604253470897675, 0.024610428139567375, 0.024810003116726875, 0.0247342512011528, 0.024774998426437378, 0.024723432958126068, 0.024737006053328514, 0.024590976536273956, 0.024810759350657463, 0.024659911170601845, 0.025676043704152107, 0.02486635372042656, 0.024992600083351135, 0.02491585910320282, 0.024654829874634743, 0.024640128016471863, 0.024683009833097458, 0.02480224333703518, 0.024689748883247375, 0.024723337963223457, 0.024752875789999962, 0.024687761440873146, 0.02481740526854992, 0.024771586060523987, 0.02566683478653431, 0.02458709105849266, 0.024671396240592003, 0.024622196331620216, 0.024701356887817383, 0.02470928430557251, 0.02468510903418064, 0.024662071838974953, 0.024818535894155502, 0.024999171495437622, 0.024746576324105263, 0.024701520800590515, 0.024748869240283966, 0.024668747559189796, 0.024760419502854347, 0.024759428575634956, 0.02476678229868412, 0.0256390068680048, 0.024707438424229622, 0.02468550018966198, 0.024630673229694366, 0.02471887692809105, 0.02464740350842476, 0.024612119421362877, 0.024661287665367126, 0.024734461680054665, 0.024706415832042694, 0.02685762755572796, 0.024663835763931274, 0.024738211184740067, 0.024789901450276375, 0.024679914116859436, 0.024707524105906487, 0.024716095998883247, 0.025623679161071777, 0.024690475314855576, 0.024634037166833878, 0.02544105239212513, 0.024837547913193703, 0.02483067847788334, 0.02529514580965042, 0.024641679599881172, 0.024781091138720512, 0.02461268939077854, 0.02466210350394249, 0.02481493540108204, 0.02453894354403019, 0.024691492319107056, 0.024588976055383682, 0.02481853775680065, 0.024721549823880196, 0.02574162371456623, 0.024777613580226898, 0.024816179648041725, 0.02469724975526333, 0.02476104535162449, 0.024787014350295067, 0.024831606075167656, 0.024689095094799995, 0.024635598063468933, 0.027663787826895714, 0.02469734288752079, 0.024738552048802376, 0.024717019870877266, 0.025422103703022003, 0.02483542077243328, 0.02475612424314022, 0.02507825382053852, 0.02463514544069767, 0.02481478452682495, 0.024759311228990555, 0.02479817159473896, 0.024672389030456543, 0.024834783747792244, 0.024639278650283813, 0.024800017476081848, 0.02476419135928154, 0.024686099961400032, 0.024770578369498253, 0.024678194895386696, 0.024564389139413834, 0.02479594014585018, 0.02466673217713833, 0.024786459282040596, 0.024596678093075752, 0.02475198544561863]"
efficientnet_b2,"[0.025853263214230537, 0.027293682098388672, 0.027114970609545708, 0.02718530036509037, 0.02729019522666931, 0.027203675359487534, 0.027032509446144104, 0.026954926550388336, 0.02829819545149803, 0.027004433795809746, 0.0270367581397295, 0.02697811834514141, 0.027131903916597366, 0.027709797024726868, 0.02733682654798031, 0.0270928256213665, 0.026928894221782684, 0.027070295065641403, 0.02705404907464981, 0.026998722925782204, 0.02722371183335781, 0.027244608849287033, 0.027140099555253983, 0.026956437155604362, 0.027036411687731743, 0.027137696743011475, 0.02701658569276333, 0.027069605886936188, 0.027227286249399185, 0.027015335857868195, 0.027867142111063004, 0.027045389637351036, 0.026901962235569954, 0.027073934674263, 0.02741575986146927, 0.027273837476968765, 0.027315955609083176, 0.027956398203969002, 0.026999976485967636, 0.02693164348602295, 0.026928018778562546, 0.027407068759202957, 0.028530320152640343, 0.027122734114527702, 0.026908574625849724, 0.027179092168807983, 0.0271099042147398, 0.026924800127744675, 0.027020836248993874, 0.027066707611083984, 0.02703290991485119, 0.027079036459326744, 0.026906758546829224, 0.02710300125181675, 0.02702324278652668, 0.02701655402779579, 0.0269788671284914, 0.02705419808626175, 0.02698790840804577, 0.027676712721586227, 0.03748081438243389, 0.036226144060492516, 0.023913899436593056, 0.02265455201268196, 0.027181442826986313, 0.027003176510334015, 0.027042163535952568, 0.02796006016433239, 0.027095863595604897, 0.026978610083460808, 0.026985976845026016, 0.027045244351029396, 0.02717180736362934, 0.027254920452833176, 0.030493665486574173, 0.027142712846398354, 0.027446897700428963, 0.02694171480834484, 0.026895159855484962, 0.02706395462155342, 0.027154451236128807, 0.026929253712296486, 0.027863699942827225, 0.02709580399096012, 0.026916436851024628, 0.027058327570557594, 0.026977453380823135, 0.027468090876936913, 0.027740783989429474, 0.0269881933927536, 0.02706012688577175, 0.027075080201029778, 0.027076318860054016, 0.02699410356581211, 0.027086244896054268, 0.027129914611577988, 0.02701644040644169, 0.028012216091156006, 0.02713269554078579, 0.027035487815737724, 0.027116844430565834, 0.027037261053919792, 0.027078188955783844, 0.02713458612561226, 0.027079835534095764, 0.027043377980589867, 0.027542566880583763, 0.026969242841005325, 0.02704949676990509, 0.03193826042115688, 0.02747410163283348, 0.02710612677037716, 0.02700445055961609, 0.027107227593660355, 0.02702893130481243, 0.027558112516999245, 0.026956608518958092, 0.026876753196120262, 0.027287954464554787, 0.028122281655669212, 0.027136271819472313, 0.027144359424710274, 0.02716081030666828, 0.027512824162840843, 0.028014687821269035, 0.02741353027522564, 0.027156883850693703, 0.027210962027311325, 0.03781483136117458, 0.036294374614953995, 0.026221556589007378, 0.020067123696208, 0.02710309997200966, 0.02701796591281891, 0.029561083763837814, 0.02709612250328064, 0.02762586809694767, 0.02707197330892086, 0.027089400216937065, 0.0270004253834486, 0.0269498098641634, 0.027275249361991882, 0.027062609791755676, 0.027208907529711723, 0.026860538870096207, 0.02699294127523899, 0.027321692556142807, 0.027015646919608116, 0.026983236894011497, 0.026991548016667366, 0.027151254937052727, 0.026965230703353882, 0.0270372424274683, 0.027081774547696114, 0.027035057544708252, 0.027073292061686516, 0.02701779268682003, 0.027006203308701515, 0.026914309710264206, 0.02700967900454998, 0.027266105636954308, 0.02708420157432556, 0.027130242437124252, 0.027049459517002106, 0.027096789330244064, 0.027026740834116936, 0.027041224762797356, 0.02719016931951046, 0.027042239904403687, 0.027049178257584572, 0.02706882171332836, 0.02699822001159191, 0.026863114908337593, 0.026924531906843185, 0.027066240087151527, 0.027000607922673225, 0.027992162853479385, 0.027043314650654793, 0.027182843536138535, 0.027012836188077927, 0.027058972045779228, 0.026982169598340988, 0.02703256532549858, 0.02711545117199421, 0.026906970888376236, 0.027006838470697403, 0.02812897227704525, 0.026969699189066887, 0.026827966794371605, 0.027205392718315125, 0.027057666331529617, 0.027068018913269043, 0.026972129940986633, 0.02704358659684658, 0.026936370879411697, 0.02705312892794609, 0.02727406658232212, 0.028360502794384956, 0.027244068682193756, 0.027283236384391785, 0.02709866687655449, 0.027454165741801262, 0.02707928977906704, 0.026972506195306778, 0.0269246157258749, 0.027664197608828545, 0.027181310579180717, 0.027011027559638023, 0.026918329298496246, 0.026999808847904205, 0.026956254616379738, 0.01866232603788376, 0.026973603293299675, 0.027008121833205223, 0.02701742574572563, 0.027434617280960083, 0.026952672749757767, 0.02702782116830349, 0.026921622455120087, 0.027125757187604904, 0.026939459145069122, 0.027114376425743103, 0.02704794704914093, 0.027146708220243454, 0.0270131416618824, 0.027099445462226868, 0.026861101388931274, 0.026936719194054604, 0.026876119896769524, 0.027216510847210884, 0.026905370876193047, 0.02704499289393425, 0.027025628834962845, 0.02683698572218418, 0.02705814130604267, 0.026966992765665054, 0.027058325707912445, 0.026888065040111542, 0.02703680656850338, 0.027052458375692368, 0.027020560577511787, 0.027002785354852676, 0.026995720341801643, 0.02698136493563652, 0.027066320180892944, 0.02701888605952263, 0.027021484449505806, 0.02696400135755539, 0.027088819071650505, 0.027143746614456177, 0.02700916677713394, 0.027293449267745018, 0.02989085018634796, 0.029390839859843254, 0.027902239933609962, 0.027003373950719833, 0.027074864134192467, 0.02707763947546482, 0.026993123814463615, 0.027008939534425735, 0.027036676183342934, 0.026964789256453514, 0.02698146551847458, 0.027914222329854965, 0.027100909501314163, 0.028027605265378952, 0.027266759425401688, 0.0274219810962677, 0.028302539139986038, 0.027013421058654785, 0.027150284498929977, 0.026941845193505287, 0.027166573330760002, 0.026936007663607597, 0.027003826573491096, 0.03166044130921364, 0.02723529376089573, 0.026982393115758896, 0.027004525065422058, 0.033029861748218536, 0.02808726765215397, 0.034763576462864876, 0.02861962467432022, 0.028664303943514824, 0.027186457067728043, 0.027122987434267998, 0.02695601060986519, 0.02715047262609005, 0.02732853777706623, 0.026928890496492386, 0.027081122621893883, 0.02688145451247692, 0.026899799704551697, 0.027063747867941856, 0.027014410123229027, 0.02740265056490898, 0.027060994878411293, 0.027090847492218018, 0.026946233585476875, 0.02707175724208355, 0.02714562602341175, 0.027101468294858932, 0.02702762745320797, 0.02717672847211361, 0.027047207579016685, 0.027002114802598953, 0.027077531442046165, 0.02709336020052433, 0.026900870725512505, 0.027180708944797516, 0.027132082730531693, 0.027493353933095932, 0.026938945055007935, 0.026899943128228188, 0.027120115235447884, 0.02758706547319889, 0.027111129835247993, 0.027182769030332565, 0.0271077249199152, 0.027151260524988174, 0.02806779555976391, 0.027125855907797813, 0.02699224092066288, 0.02696392498910427, 0.027085179463028908, 0.027019023895263672, 0.028468266129493713, 0.02824379689991474, 0.027684204280376434, 0.0270575862377882, 0.02712731435894966, 0.027012193575501442, 0.026887470856308937, 0.031287724152207375, 0.037313127890229225, 0.034837307408452034, 0.027509689331054688, 0.027045544236898422, 0.027016323059797287, 0.02711031772196293, 0.026954269036650658, 0.02769308350980282, 0.027030514553189278, 0.02691086009144783, 0.02715376578271389, 0.027124755084514618, 0.027103224769234657, 0.02717640995979309, 0.027181601151823997, 0.027089247480034828, 0.027088874951004982, 0.02711194008588791, 0.027084918692708015, 0.027015849947929382, 0.027031345292925835, 0.026958251371979713, 0.027321910485625267, 0.027929775416851044, 0.02695469744503498, 0.027128394693136215, 0.027111902832984924, 0.026972997933626175, 0.027062226086854935, 0.02687458135187626, 0.027130847796797752, 0.02709130570292473, 0.027081605046987534, 0.026896264404058456, 0.027104252949357033, 0.027004260569810867, 0.02699955180287361, 0.027531089261174202, 0.02812166139483452, 0.02697591297328472, 0.02706044353544712, 0.027058104053139687, 0.027094421908259392, 0.02696010284125805, 0.02708439715206623, 0.02689237706363201, 0.02697586640715599, 0.02708042971789837, 0.027064846828579903, 0.0270515289157629, 0.02715660072863102, 0.027109548449516296, 0.027880487963557243, 0.02703004516661167, 0.027093369513750076, 0.02719150111079216, 0.026988310739398003, 0.02701733447611332, 0.02705107256770134, 0.027010822668671608, 0.02711699716746807, 0.02693193219602108, 0.027030495926737785, 0.027073975652456284, 0.027070024982094765, 0.027161886915564537, 0.028168242424726486, 0.02761910669505596, 0.038580797612667084, 0.035553403198719025, 0.023736586794257164, 0.027179455384612083, 0.02707773633301258, 0.026988863945007324, 0.027345024049282074, 0.027105631306767464, 0.027000684291124344, 0.02717999368906021, 0.027094082906842232, 0.026888618245720863, 0.027144111692905426, 0.027178402990102768, 0.02708534523844719, 0.027091844007372856, 0.027127232402563095, 0.027042759582400322, 0.026982678100466728, 0.026964174583554268, 0.02695206180214882, 0.027026662603020668, 0.02692653425037861, 0.027071744203567505, 0.027089836075901985, 0.0269636157900095, 0.0271032452583313, 0.027088966220617294, 0.026913844048976898, 0.027154410257935524, 0.027049921452999115, 0.02707086317241192, 0.026982221752405167, 0.027046948671340942, 0.02711629495024681, 0.027099786326289177, 0.02702418528497219, 0.02694658376276493, 0.02688448317348957, 0.027134140953421593, 0.027076836675405502, 0.02711479365825653, 0.027031082659959793, 0.02706652320921421, 0.02697448618710041, 0.027093971148133278, 0.026985840871930122, 0.02696482092142105, 0.027765048667788506, 0.027115702629089355, 0.027114756405353546, 0.02711959183216095, 0.027052804827690125, 0.02690216712653637, 0.027166958898305893, 0.026826193556189537, 0.02692120149731636, 0.027082214131951332, 0.02691463939845562, 0.02701514959335327, 0.026979072019457817, 0.0269310362637043, 0.027088778093457222, 0.027036350220441818, 0.027178697288036346, 0.027082154527306557, 0.02709244005382061, 0.028096923604607582, 0.02834826149046421, 0.02070070430636406, 0.027005530893802643, 0.027002329006791115, 0.02726885862648487, 0.026791542768478394, 0.02705947495996952, 0.027091532945632935, 0.026894373819231987, 0.027087781578302383, 0.02696814201772213, 0.027063986286520958, 0.026916319504380226, 0.027097156271338463, 0.02807586081326008, 0.02704768441617489, 0.027097290381789207, 0.026928383857011795, 0.027043703943490982, 0.02816799096763134, 0.029976822435855865, 0.02707313746213913, 0.02701900713145733, 0.027095507830381393, 0.027023417875170708, 0.026971885934472084, 0.027090877294540405, 0.027063796296715736, 0.027028677985072136, 0.028022143989801407]"
