model_id,response_latencies
efficientnet_b0,"[0.014379525557160378, 0.0175547506660223, 0.022039931267499924, 0.02062210813164711, 0.019894838333129883, 0.020453229546546936, 0.020399468019604683, 0.020361874252557755, 0.02247273363173008, 0.020491043105721474, 0.02031489461660385, 0.020357251167297363, 0.020375704392790794, 0.020356018096208572, 0.0203392393887043, 0.02589097060263157, 0.020259017124772072, 0.02032051607966423, 0.020351972430944443, 0.020222628489136696, 0.020402833819389343, 0.02044934406876564, 0.021778583526611328, 0.02069118618965149, 0.020921586081385612, 0.022552289068698883, 0.022549105808138847, 0.022787438705563545, 0.02277396246790886, 0.028452962636947632, 0.023303084075450897, 0.02056170627474785, 0.020835453644394875, 0.022633960470557213, 0.02589268609881401, 0.02516196109354496, 0.025819363072514534, 0.025383559986948967, 0.025472288951277733, 0.025325050577521324, 0.02593255788087845, 0.022918162867426872, 0.022725246846675873, 0.0227472223341465, 0.022136177867650986, 0.022559650242328644, 0.022440874949097633, 0.022873586043715477, 0.022382808849215508, 0.02241099439561367, 0.02226368710398674, 0.022624023258686066, 0.022011371329426765, 0.02225915901362896, 0.0225182194262743, 0.02224556915462017, 0.022366994991898537, 0.02204843983054161, 0.02269745245575905, 0.022704707458615303, 0.022611835971474648, 0.022512229159474373, 0.022714579477906227, 0.023358121514320374, 0.02280069701373577, 0.022861026227474213, 0.022660542279481888, 0.02257414162158966, 0.022703450173139572, 0.022679638117551804, 0.021225586533546448, 0.020283035933971405, 0.020447243005037308, 0.020435696467757225, 0.022113369777798653, 0.022865213453769684, 0.02252044342458248, 0.02240869402885437, 0.022637613117694855, 0.02293788269162178, 0.02270677499473095, 0.02254483662545681, 0.022353118285536766, 0.022425977513194084, 0.022386271506547928, 0.022754864767193794, 0.022203130647540092, 0.022359492257237434, 0.022535670548677444, 0.022182362154126167, 0.022413093596696854, 0.022778265178203583, 0.02238425239920616, 0.022175094112753868, 0.02236422337591648, 0.022336525842547417, 0.022274456918239594, 0.02254439890384674, 0.023013891652226448, 0.024660861119627953, 0.026460794731974602, 0.02514815889298916, 0.0268024243414402, 0.020356278866529465, 0.02030107192695141, 0.020334411412477493, 0.020886123180389404, 0.022842632606625557, 0.024792492389678955, 0.025342518463730812, 0.025557613000273705, 0.0253452118486166, 0.025426127016544342, 0.02522609941661358, 0.025705743581056595, 0.025326799601316452, 0.02276984415948391, 0.022328201681375504, 0.022596849128603935, 0.02260361611843109, 0.022489557042717934, 0.02255728840827942, 0.022796813398599625, 0.02211117185652256, 0.022862667217850685, 0.022689947858452797, 0.02247496321797371, 0.022299448028206825, 0.022539585828781128, 0.0226240586489439, 0.02216779626905918, 0.02243535779416561, 0.02229985222220421, 0.022493284195661545, 0.02222878485918045, 0.02241879142820835, 0.022551441565155983, 0.022558648139238358, 0.02278456650674343, 0.022283783182501793, 0.02255062200129032, 0.022403383627533913, 0.022579887881875038, 0.022469034418463707, 0.022144095972180367, 0.022473497316241264, 0.022466083988547325, 0.023398878052830696, 0.02335616573691368, 0.022898774594068527, 0.022952910512685776, 0.022618455812335014, 0.022485164925456047, 0.022470055148005486, 0.02233678475022316, 0.022744271904230118, 0.022459181025624275, 0.02227025292813778, 0.022715531289577484, 0.022677481174468994, 0.022351937368512154, 0.022398658096790314, 0.022794052958488464, 0.022327646613121033, 0.02212471328675747, 0.022560015320777893, 0.02274668775498867, 0.02257523313164711, 0.02252795174717903, 0.022517507895827293, 0.022426173090934753, 0.02246682718396187, 0.022457219660282135, 0.022234104573726654, 0.022763580083847046, 0.026370428502559662, 0.02720782905817032, 0.026235375553369522, 0.02550247125327587, 0.025498125702142715, 0.025370746850967407, 0.023705979809165, 0.022524958476424217, 0.020250186324119568, 0.020470930263400078, 0.02043958380818367, 0.020701713860034943, 0.020283859223127365, 0.020476792007684708, 0.020274288952350616, 0.020584549754858017, 0.020278561860322952, 0.020433032885193825, 0.020276052877306938, 0.020371288061141968, 0.020198402926325798, 0.02093816176056862, 0.021054605022072792, 0.0203776303678751, 0.020436367020010948, 0.020458251237869263, 0.020410841330885887, 0.020322443917393684, 0.020366884768009186, 0.02026628889143467, 0.020265642553567886, 0.021364426240324974, 0.020414916798472404, 0.02041381597518921, 0.020351752638816833, 0.02036089263856411, 0.020320499315857887, 0.020249461755156517, 0.02044229954481125, 0.020417960360646248, 0.020432140678167343, 0.02134985476732254, 0.020341120660305023, 0.02048562653362751, 0.020418304949998856, 0.020488446578383446, 0.020446108654141426, 0.020157411694526672, 0.020296722650527954, 0.020413760095834732, 0.02031891793012619, 0.023489488288760185, 0.0225505493581295, 0.022752484306693077, 0.022287540137767792, 0.022865885868668556, 0.022422561421990395, 0.02283002994954586, 0.022321932017803192, 0.022486744448542595, 0.02240576036274433, 0.02252301760017872, 0.022439435124397278, 0.02238573506474495, 0.022606298327445984, 0.022279439494013786, 0.025428704917430878, 0.022517910227179527, 0.022313743829727173, 0.022270314395427704, 0.02236958220601082, 0.02248954400420189, 0.022512339055538177, 0.022988786920905113, 0.02247020974755287, 0.02239113673567772, 0.022444114089012146, 0.022230157628655434, 0.0224371999502182, 0.022220784798264503, 0.02358490787446499, 0.022379208356142044, 0.022390667349100113, 0.022471914067864418, 0.022457469254732132, 0.0232615415006876, 0.02284223772585392, 0.022656535729765892, 0.0224969070404768, 0.02243131585419178, 0.022320449352264404, 0.022729292511940002, 0.02264912985265255, 0.022632528096437454, 0.02231683023273945, 0.022498659789562225, 0.022203268483281136, 0.022421350702643394, 0.022171426564455032, 0.023029400035738945, 0.02242458611726761, 0.022682003676891327, 0.022479472681879997, 0.02277301624417305, 0.022281356155872345, 0.02256353758275509, 0.022203033789992332, 0.023012496531009674, 0.022126926109194756, 0.02328982576727867, 0.022709069773554802, 0.02511647716164589, 0.025603992864489555, 0.025487950071692467, 0.022928662598133087, 0.02216210961341858, 0.022576145827770233, 0.02253318764269352, 0.022498710080981255, 0.022395633161067963, 0.022261174395680428, 0.022196538746356964, 0.022469570860266685, 0.022547125816345215, 0.022403161972761154, 0.020360620692372322, 0.02239520661532879, 0.02226937934756279, 0.022651202976703644, 0.022083913907408714, 0.022547276690602303, 0.0255789365619421, 0.025303253903985023, 0.025734562426805496, 0.025247886776924133, 0.022998154163360596, 0.022247130051255226, 0.022254830226302147, 0.022132903337478638, 0.022486358880996704, 0.022291934117674828, 0.022111037746071815, 0.023143766447901726, 0.02272235043346882, 0.022381840273737907, 0.022677870467305183, 0.02200930379331112, 0.022125033661723137, 0.02552490308880806, 0.02588016167283058, 0.022806867957115173, 0.022890232503414154, 0.02243124321103096, 0.02241763472557068, 0.02225157432258129, 0.022647935897111893, 0.0225877333432436, 0.024055328220129013, 0.022939274087548256, 0.02260650135576725, 0.02230250835418701, 0.022673627361655235, 0.02250184491276741, 0.02233499102294445, 0.02211477980017662, 0.02251247689127922, 0.02226482890546322, 0.022334733977913857, 0.022537119686603546, 0.022604160010814667, 0.021995164453983307, 0.022118348628282547, 0.022145092487335205, 0.022207073867321014, 0.022556472569704056, 0.022741977125406265, 0.022423982620239258, 0.02257276140153408, 0.022439295426011086, 0.022360678762197495, 0.022599393501877785, 0.022504739463329315, 0.022482598200440407, 0.022063693031668663, 0.021202070638537407, 0.022558460012078285, 0.02254386432468891, 0.022496744990348816, 0.02256159856915474, 0.022817272692918777, 0.022310707718133926, 0.025332331657409668, 0.02581273391842842, 0.025340182706713676, 0.025262199342250824, 0.02557362988591194, 0.025665177032351494, 0.025546226650476456, 0.02638317085802555, 0.02552790753543377, 0.02544146589934826, 0.02547912485897541, 0.022503506392240524, 0.022052353248000145, 0.02248876914381981, 0.023429566994309425, 0.022531729191541672, 0.022621147334575653, 0.022821446880698204, 0.0226144976913929, 0.022455386817455292, 0.022547535598278046, 0.022411083802580833, 0.022267216816544533, 0.022591903805732727, 0.022540438920259476, 0.022475959733128548, 0.022636646404862404, 0.02214816026389599, 0.022149408236145973, 0.022496379911899567, 0.02290314994752407, 0.020425718277692795, 0.02046271786093712, 0.0204139593988657, 0.020329033955931664, 0.020497078076004982, 0.020443648099899292, 0.020391609519720078, 0.02041640505194664, 0.021077407523989677, 0.022432448342442513, 0.020414864644408226, 0.02046067640185356, 0.020526690408587456, 0.020282132551074028, 0.020466376096010208, 0.02034497633576393, 0.021502023562788963, 0.0202973373234272, 0.020475003868341446, 0.020331135019659996, 0.020475594326853752, 0.020258400589227676, 0.020319262519478798, 0.02039734460413456, 0.020329631865024567, 0.02030263841152191, 0.020251795649528503, 0.020291287451982498, 0.0202324278652668, 0.02018100954592228, 0.02025027386844158, 0.020363807678222656, 0.020228659734129906, 0.021204663440585136, 0.020235976204276085, 0.02028708904981613, 0.020289208739995956, 0.020372742787003517, 0.020318027585744858, 0.02031756192445755, 0.020365651696920395, 0.02028246596455574, 0.02030912972986698, 0.02123616822063923, 0.020285574719309807, 0.023566173389554024, 0.021541668102145195, 0.020303208380937576, 0.020303361117839813, 0.020282479003071785, 0.02035227045416832, 0.020334182307124138, 0.02028786391019821, 0.021259741857647896, 0.02029520645737648, 0.020276062190532684, 0.020267881453037262, 0.02031303383409977, 0.020339371636509895, 0.02028047852218151, 0.020320748910307884, 0.020241018384695053, 0.020404988899827003, 0.021344633772969246, 0.020261995494365692, 0.020925801247358322, 0.020294761285185814, 0.020338386297225952, 0.020376797765493393, 0.02037261426448822, 0.02033485844731331, 0.020326631143689156, 0.020284252241253853, 0.0202503502368927, 0.020301276817917824, 0.020377986133098602, 0.020307529717683792, 0.02031136490404606, 0.02030983567237854, 0.020319627597928047, 0.02033178322017193, 0.020281987264752388, 0.020266806706786156, 0.020286276936531067, 0.020327001810073853, 0.020303193479776382, 0.020357646048069, 0.02029072307050228, 0.02041579969227314, 0.020281558856368065, 0.020513182505965233, 0.02031947672367096, 0.02032180316746235, 0.020266441628336906, 0.020325761288404465, 0.020364481955766678, 0.020350681617856026, 0.020261462777853012, 0.020307980477809906, 0.020285146310925484, 0.020308665931224823, 0.02028934843838215, 0.020147202536463737]"
efficientnet_b1,"[0.021352777257561684, 0.025434134528040886, 0.031139066442847252, 0.027875330299139023, 0.02896961010992527, 0.028517864644527435, 0.02798808366060257, 0.028576897457242012, 0.0277210995554924, 0.02836613357067108, 0.027695870026946068, 0.027746092528104782, 0.029408248141407967, 0.028982238844037056, 0.029452145099639893, 0.027588773518800735, 0.027689896523952484, 0.027624092996120453, 0.029673419892787933, 0.02786710113286972, 0.027472734451293945, 0.027751602232456207, 0.030412854626774788, 0.02929789572954178, 0.027548735961318016, 0.027752216905355453, 0.029928719624876976, 0.03154406696557999, 0.02775135636329651, 0.027739640325307846, 0.028671327978372574, 0.02878442220389843, 0.027736231684684753, 0.027706166729331017, 0.027718085795640945, 0.02756783366203308, 0.03062884509563446, 0.027525097131729126, 0.02758849784731865, 0.02757883258163929, 0.027520757168531418, 0.030551958829164505, 0.028038525953888893, 0.027596862986683846, 0.02765708602964878, 0.027577456086874008, 0.030108759179711342, 0.027663618326187134, 0.027854157611727715, 0.02765939198434353, 0.02865017019212246, 0.031772444024682045, 0.0308449137955904, 0.029847458004951477, 0.027393970638513565, 0.027582410722970963, 0.027945470064878464, 0.028918743133544922, 0.0296758022159338, 0.02715173549950123, 0.02857041172683239, 0.02841949462890625, 0.031175531446933746, 0.027559855952858925, 0.02777056023478508, 0.027507666498422623, 0.030240148305892944, 0.027625268325209618, 0.027531059458851814, 0.0276387557387352, 0.02760559506714344, 0.028751391917467117, 0.029566455632448196, 0.027790993452072144, 0.02762899361550808, 0.029319537803530693, 0.031696392223238945, 0.02759779989719391, 0.027518391609191895, 0.027677470818161964, 0.02838546223938465, 0.029886959120631218, 0.02760198712348938, 0.028124265372753143, 0.02778954803943634, 0.02954011783003807, 0.02749304473400116, 0.027613645419478416, 0.02758406661450863, 0.030333101749420166, 0.027508776634931564, 0.02761271595954895, 0.02770371176302433, 0.028468722477555275, 0.02767343632876873, 0.02747626043856144, 0.027540698647499084, 0.029570458456873894, 0.03091876208782196, 0.02761455625295639, 0.027717573568224907, 0.02874668873846531, 0.031883178278803825, 0.027535676956176758, 0.02741127647459507, 0.02757066674530506, 0.028329843655228615, 0.027769820764660835, 0.027405835688114166, 0.027443446218967438, 0.029158536344766617, 0.02906128019094467, 0.03265092149376869, 0.02859661728143692, 0.02843223139643669, 0.02905397303402424, 0.027473893016576767, 0.02759549207985401, 0.02767075039446354, 0.03040776029229164, 0.02752739191055298, 0.027548683807253838, 0.027728334069252014, 0.027696281671524048, 0.03019062429666519, 0.027577761560678482, 0.0275759045034647, 0.027563855051994324, 0.028283195570111275, 0.031878091394901276, 0.02683461643755436, 0.026938466355204582, 0.027637634426355362, 0.028926482424139977, 0.02972375974059105, 0.02823108434677124, 0.02769039198756218, 0.028210923075675964, 0.031180232763290405, 0.027674652636051178, 0.02763395383954048, 0.027614757418632507, 0.029532011598348618, 0.030453098937869072, 0.027501342818140984, 0.027379747480154037, 0.027593644335865974, 0.029315875843167305, 0.027713147923350334, 0.0275591854006052, 0.027632061392068863, 0.02999657206237316, 0.030179230496287346, 0.027562813833355904, 0.02769201435148716, 0.027755729854106903, 0.029579726979136467, 0.029691390693187714, 0.027523519471287727, 0.028505269438028336, 0.02764884941279888, 0.029890846461057663, 0.027581265196204185, 0.030396217480301857, 0.035238027572631836, 0.031086543574929237, 0.02757650800049305, 0.02845294214785099, 0.027747320011258125, 0.028629077598452568, 0.028338531032204628, 0.027857037261128426, 0.027572620660066605, 0.027624480426311493, 0.028420811519026756, 0.03093073144555092, 0.027474261820316315, 0.02807432785630226, 0.028371116146445274, 0.032215071842074394, 0.028044387698173523, 0.027599193155765533, 0.02771482616662979, 0.031000543385744095, 0.027598414570093155, 0.027481481432914734, 0.027807677164673805, 0.029287010431289673, 0.03163195587694645, 0.02753896825015545, 0.027930425480008125, 0.028528422117233276, 0.028130728751420975, 0.028649037703871727, 0.027561316266655922, 0.027816694229841232, 0.02854047529399395, 0.029422609135508537, 0.027783621102571487, 0.029148206114768982, 0.028926758095622063, 0.031985457986593246, 0.028095433488488197, 0.02787071280181408, 0.02777482569217682, 0.02845817618072033, 0.028349634259939194, 0.028529658913612366, 0.027592889964580536, 0.028112294152379036, 0.03135114163160324, 0.027655526995658875, 0.027631383389234543, 0.027683069929480553, 0.028573842719197273, 0.034586189314723015, 0.02854413166642189, 0.02840344049036503, 0.027779610827565193, 0.030457336455583572, 0.02782093919813633, 0.027567021548748016, 0.029428020119667053, 0.02861824817955494, 0.027598373591899872, 0.028202766552567482, 0.028202969580888748, 0.03224168345332146, 0.02778024412691593, 0.02764119766652584, 0.028558705002069473, 0.028843427076935768, 0.027638651430606842, 0.028304949402809143, 0.029546456411480904, 0.03138335421681404, 0.02767162397503853, 0.027835913002490997, 0.027918636798858643, 0.032219305634498596, 0.02753257192671299, 0.02762245014309883, 0.030292542651295662, 0.029340554028749466, 0.028133003041148186, 0.027595538645982742, 0.027537008747458458, 0.028872640803456306, 0.031593507155776024, 0.027489017695188522, 0.027551928535103798, 0.027617517858743668, 0.03228091821074486, 0.028305409476161003, 0.02757525071501732, 0.029780220240354538, 0.030495041981339455, 0.027519190683960915, 0.027700873091816902, 0.02759597823023796, 0.029570862650871277, 0.027632582932710648, 0.027589114382863045, 0.028104137629270554, 0.02852438949048519, 0.03012348711490631, 0.027560876682400703, 0.027461430057883263, 0.028323983773589134, 0.031235508620738983, 0.027388647198677063, 0.028363555669784546, 0.028245052322745323, 0.02869826927781105, 0.0294078066945076, 0.027632305398583412, 0.02784148044884205, 0.02868609130382538, 0.02849181927740574, 0.02812694013118744, 0.027615385130047798, 0.027525682002305984, 0.029869472607970238, 0.028134556487202644, 0.02924480475485325, 0.027712374925613403, 0.02839619666337967, 0.027101827785372734, 0.025525173172354698, 0.02454225718975067, 0.024605626240372658, 0.024758970364928246, 0.02778746746480465, 0.025999458506703377, 0.024403134360909462, 0.025370217859745026, 0.024408895522356033, 0.02520785480737686, 0.02648986503481865, 0.027029018849134445, 0.02445615455508232, 0.024377046152949333, 0.024433372542262077, 0.02496405690908432, 0.025889361277222633, 0.028747333213686943, 0.024634115397930145, 0.02450047805905342, 0.024575961753726006, 0.02488207258284092, 0.02644875831902027, 0.027099160477519035, 0.0257281344383955, 0.024457760155200958, 0.02469918504357338, 0.024814069271087646, 0.025446370244026184, 0.0290816817432642, 0.02460474893450737, 0.024576034396886826, 0.0246723722666502, 0.024871623143553734, 0.02463463880121708, 0.02711203321814537, 0.027724655345082283, 0.024667972698807716, 0.025012565776705742, 0.02480984851717949, 0.024767184630036354, 0.027269070968031883, 0.027095120400190353, 0.024574361741542816, 0.024484161287546158, 0.02462705783545971, 0.024553628638386726, 0.025745688006281853, 0.028355231508612633, 0.02461552619934082, 0.024652043357491493, 0.024574028328061104, 0.024750011041760445, 0.024676572531461716, 0.027509884908795357, 0.02748960815370083, 0.02461492083966732, 0.024468302726745605, 0.02799496240913868, 0.01896687038242817, 0.01862264797091484, 0.024927550926804543, 0.028582219034433365, 0.028549501672387123, 0.027602607384324074, 0.027674738317728043, 0.029087798669934273, 0.03213614225387573, 0.028211282566189766, 0.02747958153486252, 0.02808636799454689, 0.02826775796711445, 0.028128283098340034, 0.027494531124830246, 0.0276036337018013, 0.027729909867048264, 0.028750509023666382, 0.02798224240541458, 0.027568265795707703, 0.027788210660219193, 0.029130304232239723, 0.027626125141978264, 0.027510181069374084, 0.027786660939455032, 0.02837853506207466, 0.031875716522336006, 0.0277805607765913, 0.02772398851811886, 0.025827737525105476, 0.028586644679307938, 0.024470409378409386, 0.026734907180070877, 0.024677684530615807, 0.02528187446296215, 0.02494864910840988, 0.02877359837293625, 0.024453338235616684, 0.024535980075597763, 0.024599244818091393, 0.025781886652112007, 0.026405204087495804, 0.027081988751888275, 0.024529457092285156, 0.02474893629550934, 0.024706527590751648, 0.024776531383395195, 0.02838609740138054, 0.026368670165538788, 0.02445748820900917, 0.024551330134272575, 0.024753214791417122, 0.02468688227236271, 0.024836186319589615, 0.028224259614944458, 0.024500185623764992, 0.02439875155687332, 0.02551444061100483, 0.024678625166416168, 0.02565549872815609, 0.028440559282898903, 0.024376263841986656, 0.02446984313428402, 0.02480272948741913, 0.024589020758867264, 0.02653287909924984, 0.024630043655633926, 0.02436363697052002, 0.024510078132152557, 0.02461041882634163, 0.02491384744644165, 0.02724650502204895, 0.02464003674685955, 0.024446066468954086, 0.030229361727833748, 0.03574177250266075, 0.030438901856541634, 0.022865481674671173, 0.0248124860227108, 0.025252124294638634, 0.028606612235307693, 0.026019705459475517, 0.02552620694041252, 0.024703839793801308, 0.024622945114970207, 0.024834148585796356, 0.02698565647006035, 0.025714298710227013, 0.024784768000245094, 0.024580148980021477, 0.024961981922388077, 0.025163184851408005, 0.028348388150334358, 0.02564728446304798, 0.024605857208371162, 0.02464262768626213, 0.024674395099282265, 0.025575872510671616, 0.02811605855822563, 0.024458106607198715, 0.024710197001695633, 0.024441085755825043, 0.024596357718110085, 0.02469022199511528, 0.024651890620589256, 0.02849065326154232, 0.02451670728623867, 0.024489490315318108, 0.02456367015838623, 0.024676360189914703, 0.026352982968091965, 0.028783805668354034, 0.02456933632493019, 0.025351252406835556, 0.024686075747013092, 0.025070611387491226, 0.024631967768073082, 0.02809632197022438, 0.025261251255869865, 0.024956388399004936, 0.024752100929617882, 0.0246503297239542, 0.026760946959257126, 0.028603360056877136, 0.024473659694194794, 0.02434711344540119, 0.024532664567232132, 0.024748627096414566, 0.026149364188313484, 0.026686398312449455, 0.024913404136896133, 0.024586282670497894, 0.024677112698554993, 0.026779072359204292, 0.02798144519329071, 0.02452617511153221, 0.02456423081457615, 0.024468600749969482, 0.024631377309560776, 0.024748673662543297, 0.024804050102829933, 0.03244088590145111, 0.024538910016417503, 0.024562040343880653, 0.024454018101096153, 0.024637509137392044, 0.027465613558888435, 0.026389459148049355, 0.02460629492998123, 0.02448597364127636, 0.02756894752383232, 0.020123746246099472, 0.019217288121581078]"
